Course Number,Course Name,Department,Prerequisites,Corequesites,Description
BSCI 40104 ,"INTRODUCTION TO BEEKEEPING
",BSCI,BSCI 10110 and 10120; and junior or senior standing.,None,"(Cross-listed with BSCI 50104) Covers basic beekeeping practices and provides students with an in-depth
understanding of the honey bee colony through participation in hands-on activities, observation and
experimentation."
BSCI 40142 ,"BIOENERGETICS
",BSCI,BSCI 30140 and CHEM 20481 or 30481.,None,"(Cross-listed with BSCI 50142 and BSCI 70142) Lecture and discussion of respiration and photosynthesis,
their origin, development and control in living systems. Concepts are introduced from fundamental principles.
Lecture three hours weekly."
BSCI 40143 ,"EUKARYOTIC CELL BIOLOGY
",BSCI,BSCI 30140 and CHEM 20481 or 30481.,None,"Current survey of the structure and function of eukaryotic cells, including recent advances in research
technology. Lecture three hours weekly."
BSCI 40146 ,"DEVELOPMENTAL BIOLOGY
",BSCI,"senior standing, B or better in BSCI 30156 and BSCI30140. 
",None,"(Cross-listed with BSCI 50146 and BSCI 70146) Fundamental concepts and paradigms of development as
exemplified by major model organisms. Examines our modern understanding of the molecular, cellular and
genetic basis of developmental biology."
BSCI 40150 ,"MOLECULAR MECHANISMS OF DISEASE: CANCER
",BSCI,"junior or senior standing, BSCI30156 and BSCI 30140. 
",None,"(Cross-listed with BSCI 50150 and BSCI 70150) Explores the current understanding of molecular and cellular
mechanisms of disease processes, including new technologies and modern strategies in the forefront of future
biomedical research. Emphasis on a review of primary literature."
BSCI 40151 ,"MECHANISMS OF DISEASE: OBESITY AND RELATED METABOLIC DISEASES
",BSCI,"BSCI10120; and BSCI 30030 or 40430. 
",None,"(Cross-listed with BSCI 50151 + BSCI 70171) Addresses obesity from multiple angles, including health and
disease process, underlying physiology and cell and molecular biology, and the role of behavior. Emphasis on
a review of primary literature to discuss obesity causes, consequences, and treatments."
BSCI 40158 ,"MOLECULAR BIOLOGY
",BSCI,"BSCI 30140and 30156. 
",None,"Molecular genetics, DNS and RNA structure, chromosomes, DNA replication, recombination, genetic
transcription and translation, gene expression, current concepts and technologies."
BSCI 40159 ,"MOLECULAR BIOLOGY LAB
",BSCI,BSCI 30140 and 30156.,None,Experience in research methods for studying cellular and molecular processes in plant and animal systems.
BSCI 40160 ,"MARINE BIOLOGY
",BSCI,BSCI 10110 and BSCI 10120.,None,"(Cross-listed with BSCI 50160 and BSCI 70160) Natural history and ecology of marine organisms, with
emphasis on life in coastal habitats. Lecture three hours."
BSCI 40162 ,"SOIL BIOLOGY
",BSCI,"junior orsenior standing, BSCI 10110 and BSCI 10120. 
",None,"(Cross-listed with BSCI 50162 and BSCI 70162) The ecology and physiology of organisms that live in soil,
including microbes, plants and animals. The physical and chemical aspects of soil are introduced to
understand how organisms in soils impact nutrient cycles and ecosystem development."
BSCI 40163 ,"EVOLUTION
",BSCI,"BSCI 30156and 4 hours of biology (BSCI) courses. 
",None,"(Cross-listed with BSCI 50163 and BSCI 70163) History of evolutionary theory, the evidences of evolution, the
evolutionary forces and the products of these forces. Lecture three hours weekly."
BSCI 40170 ,"STREAM BIOLOGY
",BSCI,BSCI 10110 and 10120.,None,"(Cross-listed with BSCI 50170 and BSCI 70170) Identification, biology and ecology of stream-inhabiting
organisms. Lecture two hours, lab three hours weekly."
BSCI 40174 ,"IMMUNOLOGY
",BSCI,"BSCI 30171 and CHEM 10060, 10061, 10062 and 10063.",None,"(Cross-listed with BSCI 50174 and BSCI 70174) Survey of the mammalian host responses to self and non-self
with emphasis on the cellular and molecular mechanisms by which innate and acquired immunity result.
Experimental design and data analyses are related to current methodologies used to study immunology.
Lectures 3 hours weekly."
BSCI 40191 ,"SENIOR SEMINAR
",BSCI,biology (BSCI) major and senior standing.,None,"(Repeatable for credit)A capstone seminar course to examine biological topics and scientific contributions
across subdisciplines. Discussion of current problems in the biological sciences related to societal needs and
concerns."
BSCI 40192 ,"INTERNSHIP IN BIOLOGICAL SCIENCES
",BSCI,"18 hours of biology and 2.750minimum GPA in biology (BSCI) coursework and special approval. 
",None,"(Repeatable for credit) Work experience and training in the biological sciences under the supervision of
appropriate personnel in a government agency, nonprofit organization or business. Maximum of 4 credit hours
to count toward BSCI degrees as upper division elective hours."
BSCI 40193 ,"VARIABLE TITLE WORKSHOP IN BIOLOGICAL SCIENCES
",BSCI,Permission.,None,(Repeatable for credit)Topics to be offered will meet specific needs in the biological sciences. S u graded.
BSCI 40195 ,"SPECIAL TOPICS IN BIOLOGY
",BSCI,18 hours of biology (BSCI) coursework and special approval of instructor.,None,(Repeatable for credit) (Cross-listed with BSCI 50195 and BSCI 70195) Special topics in biology.
BSCI 40196 ,"INDIVIDUAL INVESTIGATION
",BSCI,"A minimum BSCI grade average of 2.750 and at least 18 credit hours of BSCI coursework.Departmental and faculty mentor approvals required. 
",None,"(Repeatable for credit) Research study under the direction of a BSCI faculty mentor. May be repeated;
however, a maximum of 6 credit hours count toward BSCI degrees as upper-division elective hours."
BSCI 40220 ,"BIOINFORMATICS
",BSCI,BSCI 30140 and 30156 and 40158.,None,"Analysis of biological databases, including nucleic acid and protein sequence searching, multiple sequence
alignment, protein classification, phylogenetic analysis, comparative genomics, proteomics, protein structure
analysis."
BSCI 40272 ,"PLANT ANATOMY
",BSCI,BSCI 10110 and 10120.,None,"(Cross-listed with BSCI 50272 and BSCI 70272) Development and structure of cells, tissues and tissue
systems of seed plants. Both vegetative and reproductive structures of angiosperms will be emphasized.
Lecture two hours, lab six hours weekly."
BSCI 40275 ,"SYSTEMATIC BOTANY
",BSCI,"BSCI 10110 and10120. 
",None,"(Cross-listed with BSCI 50275 and BSCI 70275) Biosystematics, angiosperm, phylogeny, survey of some
major families of dicotyledons. Lecture three hours, lab three hours weekly."
BSCI 40277 ,"MORPHOLOGY OF LOWER PLANTS
",BSCI,BSCI 10110 and 10120.,None,"(Cross-listed with BSCI 50277 and BSCI 70277) Nonvascular plants, emphasizing structure, reproduction,
evolution, fossil history, economic, ecological and medical importance. Lecture three hours, lab three hours
weekly."
BSCI 40360 ,"ICHTHYOLOGY
",BSCI,"junior standing, grade of C (2.000) or better in both BSCI 10110 and BSCI 10120.",None,"Basic biology, natural history, behavior and ecology of the fishes. Three hour lecture and three hour lab
weekly."
BSCI 40363 ,"MICROBIAL ECOLOGY
",BSCI,None,None,"(Cross-listed with BSCI 50363 and BSCI 70363) Microbial interactions with their biotic and abiotic
environment; control of distribution and physiological activities; biochemical cycles; current techniques;
emphasis on bacteria in aquatic systems."
BSCI 40368 ,"WETLAND ECOLOGY AND MANAGEMENT
",BSCI,"BSCI10110 and 10120 and 10 hours of biology (BSCI) coursework. 
",None,"(Cross-listed with BSCI 50368 and BSCI 70368) Lecture, laboratory and field study of the principles of
wetland ecology including adaptations of the biota to environmental conditions, comparison among different
wetland habitat types and habitat management. Lecture 3 hours, lab 3 hours weekly."
BSCI 40374 ,"CONSERVATION BIOLOGY
",BSCI,BSCI 30360.,None,"(Cross-listed with BSCI 50374 and BSCI 70374) Provides a critical analysis of the factors that threaten
biological diversity in the biosphere and the consequences on biological processes and quality of life."
BSCI 40375 ,"ENVIRONMENTAL BIOLOGY AND MANAGEMENT
",BSCI,"BSCI 10110 and BSCI10120 and BSCI 30360. 
",None,"(Cross-listed with BSCI 50375 and BSCI 70375) Introduction to current concepts in applied ecology and
ecosystem management. Students will learn aspects of ecosystem management and restoration including: 1)
how environmental factors affect organism survival and ecosystem structure, 2) how human impacts such as
pollution, habitat fragmentation, introduction of invasive species affect ecosystems, and 3) the use of
ecological principles and methods to restore and manage ecosystems."
BSCI 40376 ,"TROPICAL FIELD BIOLOGY AND CONSERVATION
",BSCI,"junior or senior standing, BSCI 10110 and BSCI 10120.",None,"(Cross-listed with BSCI 50376 and BSCI 70376) Introduction to major issues in tropical ecology and
conservation including the threats to the biological diversity of tropical ecosystems resulting from human
activities. Students learn how to apply modern field-observation techniques to generate and test problem-
solving hypotheses."
BSCI 40430 ,"ANIMAL PHYSIOLOGY
",BSCI,"BSCI 30140; CHEM 10060, 10061, 10062 and 10063.",None,Physiologic principles and concepts.
BSCI 40432 ,"ENDOCRINOLOGY
",BSCI,BSCI 40430.,None,"(Cross-listed with BSCI 50432 and BSCI 70432) Principles of endocrine regulation of physiological and
metabolic processes. Morphological and functional interrelationships between systems. Lecture three hours."
BSCI 40433 ,"MAMMALIAN PHYSIOLOGY I
",BSCI,"BSCI 30140 and CHEM 10060and CHEM 10061 and CHEM 10062 and CHEM 10063; and CHEM 20481 or 30481. 
",None,"Physiology of the endocrine, nervous, and reproductive systems."
BSCI 40434 ,"MAMMALIAN PHYSIOLOGY II
",BSCI,"BSCI30140 and CHEM 10060 and CHEM 10061 and CHEM 10062 and CHEM 10063; and CHEM 20481 or 30481. 
",None,"Physiology of cardiovascular, renal, respiratory and digestive systems. Lecture three hours."
BSCI 40435 ,"REPRODUCTIVE PHYSIOLOGY OF MAMMALS
",BSCI,BSCI 40430 and 40432.,None,"(Cross-listed with BSCI 50435 and BSCI 70435) Current concepts of reproductive processes based on studies
with laboratory and domestic animals and man. Lecture three hours."
BSCI 40450 ,"BIOLOGICAL CLOCKS
",BSCI,"BSCI 30156; and BSCI 30520 or 40430 or 40433 or PSYC41363. 
",None,"(Cross-listed with BSCI 50450 and BSCI 70450) Topics covered include the characteristics of biological clocks,
their ecology, molecular biology, and neurobiology, the function and organization of sleep, and the medical
implications of biological rhythmicity."
BSCI 40515 ,"ANIMAL BEHAVIOR
",BSCI,"BSCI 10110and 10120 and junior standing. 
",None,"Explores the evolution of various animal behaviors, the functions they might serve, and the interplay among
the social, ecological and physiological mechanisms that regulate their occurrence."
BSCI 40517 ,"MEDICAL HISTOLOGY
",BSCI,"BSCI 10110 and10120 and 30140. 
",None,"(Cross-listed with BSCI 50517 and BSCI 70517) Study of the microscopic and submicroscopic structure of the
human body in relation to function. Lecture two hours, lab three hours weekly."
BSCI 40519 ,"HORMONES AND BEHAVIOR
",BSCI,BSCI 10110 and 10120; and junior standing.,None,"(Cross-listed with BSCI 50519 and BSCI 70519) Current concepts of hormone and behavior interactions across
species."
BSCI 40520 ,"BEHAVIORAL EVOLUTION
",BSCI,BSCI 40163.,None,"(Cross-listed with BSCI 50520 and BSCI 70520) Examination of how behavior contributes to survival and
reproduction in an ecological context. We consider how behavior may have evolved in a wide range of
animals."
BSCI 40525 ,"WILDLIFE RESOURCES
",BSCI,"BSCI 10110 and 10120 plus 4 hours of biology (BSCI)coursework. 
",None,"(Cross-listed with BSCI 50525 and BSCI 70525) Ecological parameters are discussed relative to the
preservation and management of wild animal populations. Aesthetic, economic and environmental values are
discussed. Lecture three hours weekly."
BSCI 40556 ,"VERTEBRATE ZOOLOGY
",BSCI,"BSCI 10110 and10120 plus 4 hours of biology (BSCI) coursework. 
",None,"(Cross-listed with BSCI 50556 and BSCI 70556) Field approach to identification and natural history of all Ohio
vertebrates except birds. Lecture three hours, lab and field three hours weekly."
BSCI 40581 ,"ANIMAL PARASITOLOGY
",BSCI,"BSCI 10110, 10120 plus 4 hours of biology (BSCI) coursework.",None,"Morphology, physiology, life-histories, systematics and economic importance of parasites. Lecture two hours
lab, six hours weekly."
BSCI 40600 ,"WRITING IN THE BIOLOGICAL SCIENCES
",BSCI,biology (BSCI) major and junior standing.,None,"Writing-intensive course taken with a 3- or 4-credit-hour upper-division biology course. This course may be
used to satisfy the writing-intensive course requirement with approval of major department."
BSCI 41010 ,"BIOPHOTONICS
",BSCI,speical approval.,None,"(Cross-listed with BSCI 51010 and CHEM 41010 and CHEM 51010 and PHY 41010 and PHY 51010)
Interdisciplinary overview of the basics of biophotonics; application of biophotonic techniques to probe
biological samples. Introduction to the foundations of optics and photonics and how the molecular structure of
organic molecules translates into unique photonic properties and targeting in biological cells or tissue.
Preparation of fluorescent materials, advanced spectroscopy and cell visualization using regular and confocal
fluorescence microcopy."
BSCI 50020 ,"BIOLOGY OF AGING
",BSCI,graduate standing.,None,"(Cross-listed with BSCI 40020) Current theories of aging; changes at the cellular level associated with aging in
humans; course covers the normal aging process, dysfunction, and diseases of the elderly by body systems."
BSCI 50104 ,"INTRODUCTION TO BEEKEEPING
",BSCI,graduate standing.,None,"Covers basic beekeeping practices and provides students with an in-depth understanding of the honey bee
colony through participation in hands-on activities, observation and experimentation. This course may not be
used to fulfill degree requirements in the MS or MA Biology programs."
BSCI 50142 ,"BIOENERGETICS
",BSCI,BSCI 40430. Graduate standing.,None,"(Cross-listed with BSCI 40142 and BSCI 70142) Lecture and discussion of respiration and photosynthesis,their
origin development and control in living systems. Concepts are introduced from fundamental principles.
Lecture three hours weekly."
BSCI 50143 ,"EUKARYOTIC CELL BIOLOGY
",BSCI,"BSCI 40430.Graduate standing. 
",None,"(Cross-listed with BSCI 40143 and BSCI 70143) Current survey of the structure and function of eukaryotic
cells, including recent advances in research technology. Lecture three hours weekly."
BSCI 50146 ,"DEVELOPMENTAL BIOLOGY
",BSCI,graduate standing.,None,"(Cross-listed with BSCI 40146 and BSCI 70146) Fundamental concepts and paradigms of development as
exemplified by major model organisms. This course will examine our modern understanding of the molecular,
cellular and genetic basis of developmental biology."
BSCI 50150 ,"MOLECULAR MECHANISMS OF DISEASE: CANCER
",BSCI,graduate standing.,None,"(Cross-listed with BSCI 40150 and BSCI 70150) Explores the current understanding of molecular and cellular
mechanisms of disease processes, including new technologies and modern strategies in the forefront of future
biomedical research. Emphasis on a review of primary literature."
BSCI 50151 ,"MECHANISMS OF DISEASE: OBESITY AND RELATED METABOLIC DISEASES
",BSCI,"graduatestanding. 
",None,"(Cross-listed with BSCI 40151 + BSCI 70171) Addresses obesity from multiple angles, including health and
disease process, underlying physiology and cell and molecular biology, and the role of behavior. Emphasis on
a review of primary literature to discuss obesity causes, consequences and treatments."
BSCI 50158 ,"MOLECULAR BIOLOGY
",BSCI,BSCI 30156 and graduate standing.,None,"(Cross-listed with BSCI 40158 and BSCI 70158) Molecular genetics, DNA and RNA structure, chromosomes
DNA replication, recombination, genetic transcription and translation, gene expression, current concepts and
technologies."
BSCI 50159 ,"MOLECULAR BIOLOGY LABORATORY
",BSCI,"graduate standing and special approval frominstructor. 
",None,"(Cross-listed with BSCI 40159 and BSCI 70159) Experience in research methods for studying cellular and
molecular processes in plant and animal systems."
BSCI 50160 ,"MARINE BIOLOGY
",BSCI,Graduate standing.,None,"(Cross-listed with BSCI 40160 and BSCI 70160) Natural history and ecology of marine organisms, with
emphasis on life in coastal habitats. Lecture three hours weekly."
BSCI 50162 ,"SOIL BIOLOGY
",BSCI,"graduatestanding. 
",None,"(Cross-listed with BSCI 40162 and BSCI 70162) The ecology and physiology of organisms that live in soil,
including microbes, plants and animals. The physical and chemical aspects of soil are introduced to
understand how organisms in soils impact nutrient cycles and ecosystem development."
BSCI 50163 ,"EVOLUTION
",BSCI,graduate standing.,None,"Discussion of the history of evolutionary theory,the evidence of evolution the evolutionary forces and the
products of those forces."
BSCI 50170 ,"STREAM BIOLOGY
",BSCI,"BSCI 10181 and 10182 . Graduatestanding. 
",None,"(Cross-listed with BSCI 40170 and BSCI 70170) Identification, biology and ecology of stream-inhabiting
organisms. Lecture two hours, laboratory three hours weekly."
BSCI 50174 ,"IMMUNOLOGY
",BSCI,"BSCI 30171 and CHEM 10060, 10061 and 10062. Graduatestanding. 
",None,"(Cross-listed with BSCI 40174 and BSCI 70174) Survey of the mammalian host responses to self and non-self
with emphasis on the cellular and molecular mechanisms by which innate and acquired immunity result.
Experimental design and data analyses are related to current methodologies used to study immunology.
Lecture three hours weekly."
BSCI 50193 ,"VARIABLE TITLE WORKSHOP IN BIOLOGICAL SCIENCES
",BSCI,Permission and graduate standing.,None,(Repeatable for credit)Topics to be offered will meet specific needs in the biological sciences.
BSCI 50195 ,"SPECIAL TOPICS IN BIOLOGY
",BSCI,Special approval of instructor and graduate standing.,None,(Repeatable for credit) (Cross-listed with BSCI 40195 and BSCI 70195) Special topics in biology.
BSCI 50196 ,"INDIVIDUAL INVESTIGATION
",BSCI,Special approval of instructor and graduate standing.,None,(Repeatable for credit) (Cross-listed with BSCI 40196 and BSCI 70196) Individual investigation in biology.
BSCI 50272 ,"PLANT ANATOMY
",BSCI,Graduate standing.,None,"(Cross-listed with BSCI 40272 and BSCI 70272) Development and structure of cells, tissues and tissue
systems of seed plants. Both vegetative and reproductive structures of angiosperms will be emphasized.
Lecture two hours, laboratory six hours weekly."
BSCI 50275 ,"SYSTEMATIC BOTANY
",BSCI,Graduate standing.,None,"(Cross-listed with BSCI 40275 and BSCI 70275) Biosystematics,angiosperm phylogeny survey of some major
families of dicotyledons. Lecture three hours laboratory three hours weekly."
BSCI 50277 ,"MORPHOLOGY OF LOWER PLANTS
",BSCI,Graduate standing.,None,"(Cross-listed with BSCI 40277 and BSCI 70277) Nonvascular plants,emphasizing structure reproduction
evolution fossil history economic ecological and medical importance. Lecture three hours laboratory three
hours weekly."
BSCI 50360 ,"ICHTHYOLOGY
",BSCI,graduate standing.,None,"(Cross-listed with BSCI 40360 and 70360) Basic biology, natural history, behavior and ecology of the fishes.
Three hour lecture and three hour lab weekly."
BSCI 50363 ,"MICROBIAL ECOLOGY
",BSCI,"BSCI 30171, 30360. Graduate standing.",None,"(Cross-listed with BSCI 40363 and BSCI 70363) Microbial interactions with their biotic and abiotic
environment; control of distribution and physiological activities; emphasis on bacteria in aquatic systems."
BSCI 50368 ,"WETLAND ECOLOGY AND MANAGEMENT
",BSCI,"Graduatestanding. 
",None,"(Cross-listed with BSCI 40368 and BSCI 70368) Lecture, laboratory and field study of the principles of
wetland ecology including adaptations of the biota to environmental conditions, comparison among different
wetland habitat types and habitat management. Lecture 3 hours lab 3 hours weekly."
BSCI 50370 ,"ECOLOGICAL AND EVOLUTIONARY GENETICS
",BSCI,graduate standing.,None,"(Cross-listed with BSCI 70370) Genetic and genomic approaches to studying ecology and evolution in
populations and communities."
BSCI 50371 ,"EVOLUTIONARY BIOLOGY
",BSCI,graduate standing.,None,"(Cross-listed with BSCI 70371) Theoretical and experimental approaches to studying evolution from genes to
populations and communities."
BSCI 50372 ,"COMMUNITIES AND ECOSYSTEMS
",BSCI,graduate standing.,None,"(Cross-listed with BSCI 70372) Theory and experimental approaches to studying community and ecosystem
ecology."
BSCI 50373 ,"POPULATION AND COMMUNITY ECOLOGY
",BSCI,graduate standing.,None,"(Cross-listed with BSCI 70373) Theory and experimental approaches to studying population and community
ecology."
BSCI 50374 ,"CONSERVATION BIOLOGY
",BSCI,BSCI 30360 and graduate standing.,None,"(Cross-listed with BSCI 40374 and BSCI 70374) Provides a critical analysis of the factors that threaten
biological diversity in the biosphere and the consequences on biological processes and quality of life."
BSCI 50375 ,"ENVIRONMENTAL BIOLOGY AND MANAGEMENT
",BSCI,graduate standing.,None,"(Cross-listed with BSCI 40375 and BSCI 70375) Introduction to current concepts in applied ecology and
ecosystem management. Students will learn aspects of ecosystem management and restoration including: 1)
how environmental factors affect organism survival and ecosystem structure, 2) how human impacts such as
pollution, habitat fragmentation, introduction of invasive species affect ecosystems, and 3) the use of
ecological principles and methods to restore and manage ecosystems."
BSCI 50376 ,"TROPICAL FIELD BIOLOGY AND CONSERVATION
",BSCI,graduate standing.,None,"(Cross-listed with BSCI 40376 and BSCI 70376) Introduction to major issues in tropical ecology and
conservation including the threats to the biological diversity of tropical ecosystems resulting from human
activities. Students learn how to apply modern field-observation techniques to generate and test problem-
solving hypotheses."
BSCI 50432 ,"ENDOCRINOLOGY
",BSCI,BSCI 40430 and graduate standing.,None,"(Cross-listed with BSCI 40432 and BSCI 70432) Principles of endocrine regulation of physiological and
metabolic processes. Morphological and functional interrelationships between systems. Lecture three hours
weekly."
BSCI 50433 ,"MAMMALIAN PHYSIOLOGY I
",BSCI,graduate standing.,None,"Physiology of the endocrine, nervous, and reproductive systems."
BSCI 50434 ,"MAMMALIAN PHYSIOLOGY II
",BSCI,graduate standing.,None,"Physiology of cardiovascular, renal, respiratory and digestive systems. Lecture three hours."
BSCI 50435 ,"REPRODUCTIVE PHYSIOLOGY OF MAMMALS
",BSCI,"BSCI 40430 and 40432;graduate standing. 
",None,"(Cross-listed with BSCI 40435 and BSCI 70435) Current concepts of reproductive processes based on studies
with laboratory and domestic animals and man. Lecture three hours."
BSCI 50450 ,"BIOLOGICAL CLOCKS
",BSCI,graduate standing. ,BSCI 50451.,"(Cross-listed with BSCI 40450 and BSCI 70450) Topics covered include the characteristics of biological clocks,
their ecology, molecular biology, and neurobiology, the function and organization of sleep, and the medical
implications of biological rhythmicity. Students enrolling at the graduate level should have some background in
neurobiology and genetics."
BSCI 50451 ,"CURRENT TOPICS IN BIOLOGICAL CLOCKS RESEARCH
",BSCI,graduate standing. ,BSCI 50450.,"(Cross-listed with BSCI 70451) Discussion of current research literature in the area of research on biological
clocks."
BSCI 50515 ,"ANIMAL BEHAVIOR
",BSCI,"graduatestanding. 
",None,"Explores the evolution of various animal behaviors, the functions they might serve, and the interplay among
the social, ecological and physiological mechanisms that regulate their occurrence."
